Site Code,Month-Year,Date,FMS Maintenance Availability (Actual),FMS Mean Down Time (Hours),FMS Mean Failure Time (Hours),FMS Mean Time Between Down (Hours),FMS Mean Time Between Failure (Hours),FMS Mean Time To Repair (Hours),FMS Mobile Availability (Actual),FMS Operating Efficiency (Actual),FMS Use of Availability (Actual)
QBM,Aug-2021,2021-08-22 00:00:00,99.67%,4.03,0,1222.57,1222.57,1.43,99.69%,97.59%,94.63%
QBM,Aug-2021,2021-08-23 00:00:00,98.92%,12.86,137.005,1172.55,1172.55,12.86,99.01%,99.39%,91.38%
QBM,Aug-2021,2021-08-24 00:00:00,92.69%,17.44,16.2070552,221.13,221.13,17.04,93.27%,98.88%,91.47%
QBM,Aug-2021,2021-08-25 00:00:00,95.91%,46.48,0,1089.28,1089.28,43.86,96.41%,99.12%,87.18%
QBM,Aug-2021,2021-08-26 00:00:00,92.38%,28.15,17.149444,341.19,341.19,20.52,93.48%,98.60%,84.49%
QBM,Aug-2021,2021-08-27 00:00:00,93.35%,73.45,23.764444,1031.74,1031.74,52.81,94.40%,99.88%,83.30%
QBM,Aug-2021,2021-08-28 00:00:00,94.47%,9.14,10.158888750000001,156.06,273.11,6.88,95.15%,99.28%,86.98%
QBM,Aug-2021,2021-08-29 00:00:00,93.24%,15.63,11.230138499999999,215.56,538.91,11.74,94.08%,99.08%,86.84%
QBM,Aug-2021,2021-08-30 00:00:00,94.57%,30.62,127.39458300000001,533.70,533.70,30.62,95.31%,98.94%,85.83%
QBM,Aug-2021,2021-08-31 00:00:00,92.85%,40.00,8.003888,519.30,1038.60,40.00,93.83%,100.00%,85.41%
QBM,Sep-2021,2021-09-01 00:00:00,91.72%,94.19,0,1043.35,0.00,72.00,92.73%,100.00%,86.82%
QBM,Sep-2021,2021-09-02 00:00:00,88.59%,29.15,4.786759,226.32,226.32,15.74,90.51%,98.66%,81.37%
QBM,Sep-2021,2021-09-03 00:00:00,88.61%,0.00,0,0.00,0.00,0.00,90.38%,98.89%,82.74%
QBM,Sep-2021,2021-09-04 00:00:00,91.48%,54.81,0,588.39,0.00,23.00,92.73%,96.28%,84.09%
QBM,Sep-2021,2021-09-05 00:00:00,89.73%,35.40,2.3151385,309.16,309.16,14.32,91.06%,93.61%,85.73%
QBM,Sep-2021,2021-09-06 00:00:00,90.96%,56.42,18.895277,567.78,567.78,40.02,92.88%,97.68%,77.19%
QBM,Sep-2021,2021-09-07 00:00:00,95.27%,6.86,73.101666,138.11,552.46,6.86,96.53%,98.25%,72.26%
QBM,Sep-2021,2021-09-08 00:00:00,91.02%,17.13,17.764536333333336,173.57,173.57,17.13,93.64%,99.00%,68.81%
QBM,Sep-2021,2021-09-09 00:00:00,90.02%,19.21,1.8991665,173.33,260.00,17.31,92.94%,99.13%,68.57%
QBM,Sep-2021,2021-09-10 00:00:00,94.45%,10.28,4.35625,175.03,262.54,8.34,96.22%,99.16%,66.88%
QBM,Sep-2021,2021-09-11 00:00:00,96.60%,6.21,5.071203333333334,176.59,176.59,5.07,97.72%,99.80%,66.44%
QBM,Sep-2021,2021-09-12 00:00:00,93.77%,9.83,91.74916633333332,148.07,197.43,9.83,95.28%,97.27%,74.54%
QBM,Sep-2021,2021-09-13 00:00:00,85.12%,24.93,68.39159649999999,142.55,142.55,24.93,88.13%,98.19%,77.03%
QBM,Sep-2021,2021-09-14 00:00:00,90.53%,62.08,0.306944,593.80,593.80,54.52,92.61%,98.74%,76.33%
QBM,Sep-2021,2021-09-15 00:00:00,90.06%,67.09,0,607.86,607.86,48.00,92.01%,98.19%,78.65%
QBM,Sep-2021,2021-09-16 00:00:00,89.90%,69.68,16.039722,620.13,620.13,63.71,91.70%,96.60%,80.50%
QBM,Sep-2021,2021-09-17 00:00:00,89.18%,71.34,0,588.26,588.26,48.33,91.51%,98.17%,76.53%
QBM,Sep-2021,2021-09-18 00:00:00,92.50%,0.00,0,0.00,0.00,0.00,93.93%,96.19%,79.77%
QBM,Sep-2021,2021-09-19 00:00:00,93.36%,0.00,0,0.00,0.00,0.00,94.44%,95.05%,82.66%
QBM,Sep-2021,2021-09-20 00:00:00,90.58%,32.17,0,309.20,309.20,24.00,92.55%,96.76%,77.33%
QBM,Sep-2021,2021-09-21 00:00:00,92.44%,24.80,0,303.24,0.00,24.17,94.26%,98.49%,74.47%
QBM,Sep-2021,2021-09-22 00:00:00,96.04%,0.00,0,0.00,0.00,0.00,97.08%,98.52%,73.07%
QBM,Sep-2021,2021-09-23 00:00:00,96.47%,7.73,18.022592,211.21,211.21,7.73,97.32%,98.09%,75.36%
QBM,Sep-2021,2021-09-24 00:00:00,91.02%,10.09,5.304166,102.32,122.79,9.95,92.89%,98.42%,77.57%
QBM,Sep-2021,2021-09-25 00:00:00,91.11%,20.09,23.633888666666667,205.78,205.78,20.09,93.17%,96.08%,75.09%
QBM,Sep-2021,2021-09-26 00:00:00,87.22%,19.06,11.4204855,130.10,162.62,19.06,89.27%,94.78%,82.06%
QBM,Sep-2021,2021-09-27 00:00:00,90.47%,22.72,27.099444000000002,215.80,215.80,22.72,92.39%,96.49%,78.22%
QBM,Sep-2021,2021-09-28 00:00:00,93.83%,42.88,0,652.34,0.00,42.88,95.17%,98.16%,77.19%
QBM,Sep-2021,2021-09-29 00:00:00,96.36%,26.82,2.22111,710.09,710.09,26.82,96.98%,95.91%,82.46%
QBM,Sep-2021,2021-09-30 00:00:00,87.34%,13.58,12.309073500000002,93.70,109.32,6.04,89.29%,98.07%,82.72%
QBM,Oct-2021,2021-10-01 00:00:00,86.70%,0.00,0,0.00,0.00,0.00,89.00%,97.69%,80.51%
QBM,Oct-2021,2021-10-02 00:00:00,89.41%,37.99,8.7049995,320.66,320.66,25.99,91.67%,96.48%,76.71%
QBM,Oct-2021,2021-10-03 00:00:00,94.10%,14.72,2.749444,234.70,352.06,12.70,95.16%,93.86%,81.13%
QBM,Oct-2021,2021-10-04 00:00:00,93.83%,14.62,7.106573666666667,222.52,222.52,14.41,95.19%,95.29%,76.90%
QBM,Oct-2021,2021-10-05 00:00:00,93.03%,17.30,10.826851333333332,231.00,231.00,17.30,94.44%,98.46%,78.66%
QBM,Oct-2021,2021-10-06 00:00:00,92.84%,6.93,2.941157,89.92,104.91,6.93,94.82%,99.06%,70.93%
QBM,Oct-2021,2021-10-07 00:00:00,96.28%,12.89,0.860833,333.64,333.64,12.89,97.25%,99.05%,73.31%
QBM,Oct-2021,2021-10-08 00:00:00,94.60%,12.69,50.399305,222.53,333.80,12.69,95.88%,99.15%,75.38%
QBM,Oct-2021,2021-10-09 00:00:00,93.11%,16.09,0.582777,217.29,651.87,16.09,94.80%,99.34%,74.15%
QBM,Oct-2021,2021-10-10 00:00:00,94.85%,36.16,4.181944,666.25,666.25,36.16,96.14%,98.55%,74.04%
QBM,Oct-2021,2021-10-11 00:00:00,93.82%,21.69,22.1387495,329.34,329.34,21.69,95.37%,98.58%,73.79%
QBM,Oct-2021,2021-10-12 00:00:00,97.01%,6.62,7.985184666666666,214.56,214.56,6.62,97.88%,98.41%,70.26%
QBM,Oct-2021,2021-10-13 00:00:00,98.58%,0.00,0,0.00,0.00,0.00,98.95%,94.99%,73.68%
QBM,Oct-2021,2021-10-14 00:00:00,95.48%,11.26,0,238.08,714.24,0.83,96.55%,94.60%,75.50%
QBM,Oct-2021,2021-10-15 00:00:00,97.64%,17.18,0,710.50,0.00,0.02,98.25%,97.98%,73.49%
QBM,Oct-2021,2021-10-16 00:00:00,96.51%,0.00,0,0.00,0.00,0.00,97.56%,99.10%,69.19%
QBM,Oct-2021,2021-10-17 00:00:00,96.47%,12.55,0.509444,342.72,342.72,0.00,97.45%,99.45%,71.56%
QBM,Oct-2021,2021-10-18 00:00:00,93.81%,44.44,0,673.24,673.24,0.00,95.48%,98.72%,71.65%
QBM,Oct-2021,2021-10-19 00:00:00,91.20%,67.45,0,699.44,0.00,0.00,93.28%,99.13%,74.71%
QBM,Oct-2021,2021-10-20 00:00:00,90.63%,0.00,,0.00,0.00,0.00,92.86%,100.00%,74.36%
QBM,Oct-2021,2021-10-21 00:00:00,95.34%,0.00,0,0.00,0.00,0.00,96.55%,97.21%,73.12%
QBM,Oct-2021,2021-10-22 00:00:00,94.32%,42.25,18.245277,702.13,702.13,18.25,95.75%,99.80%,73.69%
QBM,Oct-2021,2021-10-23 00:00:00,91.38%,32.48,22.565832999999998,344.14,344.14,20.48,93.40%,99.73%,74.89%
QBM,Oct-2021,2021-10-24 00:00:00,93.49%,49.69,0,713.01,0.00,25.69,94.95%,99.63%,76.31%
QBM,Oct-2021,2021-10-25 00:00:00,96.42%,13.19,2.314166,355.77,355.77,2.69,97.33%,99.50%,73.98%
QBM,Oct-2021,2021-10-26 00:00:00,97.15%,4.29,9.346554600000001,146.26,146.26,4.27,97.82%,98.49%,76.11%
QBM,Oct-2021,2021-10-27 00:00:00,96.86%,0.00,0,0.00,0.00,0.00,97.61%,99.17%,75.72%
QBM,Oct-2021,2021-10-28 00:00:00,95.20%,9.52,11.972499249999998,188.72,188.72,9.52,96.22%,98.76%,77.83%
QBM,Oct-2021,2021-10-29 00:00:00,96.36%,14.64,9.409583000000001,387.72,387.72,14.64,97.10%,99.63%,79.23%
QBM,Oct-2021,2021-10-30 00:00:00,99.29%,1.94,1.8649970000000005,270.06,270.06,1.94,99.42%,98.69%,80.84%
QBM,Oct-2021,2021-10-31 00:00:00,98.57%,5.72,5.721111,393.20,393.20,5.72,98.89%,98.38%,77.35%
QBM,Nov-2021,2021-11-01 00:00:00,99.85%,1.15,1.151111,779.97,779.97,1.15,99.89%,98.16%,75.66%
QBM,Nov-2021,2021-11-02 00:00:00,97.59%,3.97,4.92708275,161.02,201.28,3.97,98.08%,98.42%,79.54%
QBM,Nov-2021,2021-11-03 00:00:00,99.00%,3.99,3.994166,393.59,393.59,3.99,99.22%,98.50%,77.78%
QBM,Nov-2021,2021-11-04 00:00:00,96.95%,5.99,8.026295666666668,190.17,253.56,5.99,97.68%,99.02%,75.48%
QBM,Nov-2021,2021-11-05 00:00:00,96.73%,4.98,4.9591104,147.13,147.13,4.98,97.59%,99.24%,73.04%
QBM,Nov-2021,2021-11-06 00:00:00,98.48%,12.00,12.313055,775.36,775.36,12.00,98.84%,98.69%,76.02%
QBM,Nov-2021,2021-11-07 00:00:00,97.39%,3.49,1.4006014999999998,130.30,130.30,1.45,98.00%,98.67%,76.28%
QBM,Nov-2021,2021-11-08 00:00:00,99.26%,5.67,0.159166,756.30,756.30,0.16,99.46%,99.17%,73.01%
QBM,Nov-2021,2021-11-09 00:00:00,97.99%,8.01,0,389.72,0.00,8.01,98.48%,98.34%,75.19%
QBM,Nov-2021,2021-11-10 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,98.61%,76.74%
QBM,Nov-2021,2021-11-11 00:00:00,97.09%,7.88,8.627499666666667,262.56,262.56,7.88,97.73%,96.52%,77.45%
QBM,Nov-2021,2021-11-12 00:00:00,97.36%,6.65,6.9109256666666665,245.07,245.07,6.65,98.03%,97.85%,74.00%
QBM,Nov-2021,2021-11-13 00:00:00,97.46%,9.70,1.276111,371.70,743.40,3.28,98.12%,98.70%,73.42%
QBM,Nov-2021,2021-11-14 00:00:00,95.03%,18.43,0.038055,352.27,704.54,0.15,96.50%,99.05%,69.23%
QBM,Nov-2021,2021-11-15 00:00:00,96.94%,7.47,2.4577766666666663,236.21,236.21,5.54,97.88%,99.57%,68.56%
QBM,Nov-2021,2021-11-16 00:00:00,95.56%,8.87,8.974582999999999,191.04,191.04,8.87,96.64%,99.17%,74.88%
QBM,Nov-2021,2021-11-17 00:00:00,98.99%,2.67,0.853055,261.42,261.42,2.67,99.24%,98.30%,74.83%
QBM,Nov-2021,2021-11-18 00:00:00,95.49%,12.11,16.15935166666667,256.73,256.73,12.11,96.56%,99.34%,75.54%
QBM,Nov-2021,2021-11-19 00:00:00,98.24%,6.91,1.565833,385.35,770.71,6.91,98.69%,98.90%,73.95%
QBM,Nov-2021,2021-11-20 00:00:00,97.35%,5.71,8.277499333333333,209.58,279.44,5.71,97.84%,95.76%,81.14%
QBM,Nov-2021,2021-11-21 00:00:00,98.86%,2.28,1.7304855,197.77,197.77,2.28,99.13%,98.39%,76.57%
QBM,Nov-2021,2021-11-22 00:00:00,99.65%,0.95,0.9462033333333334,270.91,270.91,0.95,99.72%,96.87%,78.97%
QBM,Nov-2021,2021-11-23 00:00:00,97.18%,0.00,0,0.00,0.00,0.00,97.85%,96.67%,75.56%
QBM,Nov-2021,2021-11-24 00:00:00,96.26%,4.90,0.753842,126.15,126.15,4.75,97.15%,98.53%,75.49%
QBM,Nov-2021,2021-11-25 00:00:00,96.44%,7.12,1.2674996666666667,193.00,257.33,6.95,97.18%,98.35%,78.53%
QBM,Nov-2021,2021-11-26 00:00:00,95.95%,32.15,8.133054,761.32,761.32,32.13,96.81%,96.85%,78.02%
QBM,Nov-2021,2021-11-27 00:00:00,93.49%,13.43,5.8462033333333325,192.77,257.03,13.43,94.66%,99.33%,81.07%
QBM,Nov-2021,2021-11-28 00:00:00,96.21%,0.00,0,0.00,0.00,0.00,97.03%,99.91%,77.64%
QBM,Nov-2021,2021-11-29 00:00:00,96.97%,0.00,0,0.00,0.00,0.00,97.60%,99.27%,78.78%
QBM,Nov-2021,2021-11-30 00:00:00,98.85%,0.00,0,0.00,0.00,0.00,99.09%,100.00%,79.33%
QBM,Dec-2021,2021-12-01 00:00:00,100.00%,0.00,0,0.00,0.00,0.00,100.00%,99.84%,79.28%
QBM,Dec-2021,2021-12-02 00:00:00,98.34%,13.46,13.459166,795.80,795.80,13.46,98.66%,99.79%,80.02%
QBM,Dec-2021,2021-12-03 00:00:00,98.78%,10.15,10.1475,819.10,819.10,10.15,98.99%,99.08%,82.09%
QBM,Dec-2021,2021-12-04 00:00:00,98.35%,4.70,4.698981,280.49,280.49,4.70,98.62%,99.81%,83.48%
QBM,Dec-2021,2021-12-05 00:00:00,99.70%,1.30,1.295,423.60,423.60,1.30,99.75%,99.76%,80.81%
QBM,Dec-2021,2021-12-06 00:00:00,97.29%,11.34,11.338332999999999,406.45,406.45,11.34,97.80%,99.38%,80.54%
QBM,Dec-2021,2021-12-07 00:00:00,99.69%,2.50,2.499722,800.34,800.34,2.50,99.76%,98.20%,76.04%
QBM,Dec-2021,2021-12-08 00:00:00,97.84%,4.50,6.07499975,203.77,203.77,4.50,98.29%,97.78%,78.52%
QBM,Dec-2021,2021-12-09 00:00:00,93.83%,10.31,0.34645825,156.96,196.20,2.75,95.12%,98.70%,78.13%
QBM,Dec-2021,2021-12-10 00:00:00,94.15%,13.07,4.285092,210.45,280.60,6.77,95.05%,98.93%,83.87%
QBM,Dec-2021,2021-12-11 00:00:00,97.93%,8.35,4.228333,395.69,791.38,3.01,98.42%,96.74%,76.14%
QBM,Dec-2021,2021-12-12 00:00:00,99.20%,2.16,2.156388333333333,267.23,267.23,2.16,99.39%,96.14%,76.39%
QBM,Dec-2021,2021-12-13 00:00:00,97.92%,4.29,0,201.78,201.78,0.04,98.40%,97.57%,76.60%
QBM,Dec-2021,2021-12-14 00:00:00,97.27%,6.62,7.452129,235.79,235.79,6.28,98.16%,99.41%,66.72%
QBM,Dec-2021,2021-12-15 00:00:00,96.77%,24.26,0,727.14,0.00,24.26,97.70%,99.76%,70.48%
QBM,Dec-2021,2021-12-16 00:00:00,93.86%,44.33,30.3275,677.32,677.32,44.33,95.80%,99.65%,66.95%
QBM,Dec-2021,2021-12-17 00:00:00,95.20%,0.00,0,0.00,0.00,0.00,96.78%,99.85%,65.96%
QBM,Dec-2021,2021-12-18 00:00:00,99.44%,0.00,0,0.00,0.00,0.00,99.63%,98.57%,66.85%
QBM,Dec-2021,2021-12-19 00:00:00,96.29%,8.57,25.407962666666666,222.23,222.23,8.57,97.61%,99.13%,63.48%
QBM,Dec-2021,2021-12-20 00:00:00,94.42%,20.50,44.558749500000005,346.62,346.62,20.49,96.20%,99.55%,66.72%
QBM,Dec-2021,2021-12-21 00:00:00,90.96%,22.98,8.092314666666667,231.31,231.31,22.97,93.62%,99.09%,68.60%
QBM,Dec-2021,2021-12-22 00:00:00,95.60%,32.01,2.1319429999999997,694.77,694.77,32.01,96.98%,97.88%,67.68%
QBM,Dec-2021,2021-12-23 00:00:00,96.62%,24.46,0,698.57,698.57,24.00,97.68%,96.01%,67.72%
QBM,Dec-2021,2021-12-24 00:00:00,99.12%,6.63,6.495,749.89,749.89,6.63,99.37%,90.91%,71.46%
QBM,Dec-2021,2021-12-25 00:00:00,99.73%,1.99,0,732.44,0.00,1.99,99.81%,96.96%,69.49%
QBM,Dec-2021,2021-12-26 00:00:00,94.89%,13.12,101.881296,243.52,243.52,13.12,96.27%,98.32%,71.86%
QBM,Dec-2021,2021-12-27 00:00:00,94.74%,39.80,14.489721,716.87,716.87,39.80,96.23%,98.69%,70.54%
QBM,Dec-2021,2021-12-28 00:00:00,95.69%,15.52,1.5279159999999998,344.98,344.98,15.52,97.06%,99.43%,67.30%
QBM,Dec-2021,2021-12-29 00:00:00,91.64%,10.99,7.652129166666666,120.48,120.48,10.99,93.72%,98.91%,73.45%
QBM,Dec-2021,2021-12-30 00:00:00,87.85%,9.05,4.475249399999999,65.47,72.02,9.05,90.63%,99.09%,74.74%
QBM,Dec-2021,2021-12-31 00:00:00,93.78%,16.89,2.029444,254.86,764.57,16.89,95.20%,98.69%,76.05%
QBM,Jan-2022,2022-01-01 00:00:00,96.00%,7.84,2.801944,187.87,751.46,7.84,97.03%,98.78%,73.34%
QBM,Jan-2022,2022-01-02 00:00:00,94.11%,7.58,5.898333,121.18,181.77,7.58,95.70%,98.67%,71.92%
QBM,Jan-2022,2022-01-03 00:00:00,94.20%,8.61,40.286388,139.89,699.44,8.61,95.87%,98.86%,70.01%
QBM,Jan-2022,2022-01-04 00:00:00,93.26%,50.16,2.164722,694.35,694.35,50.16,95.08%,97.93%,71.63%
QBM,Jan-2022,2022-01-05 00:00:00,96.47%,6.54,0.343958,178.78,178.78,6.47,97.46%,98.46%,71.18%
QBM,Jan-2022,2022-01-06 00:00:00,91.02%,11.98,26.264953333333334,121.50,121.50,11.98,93.13%,94.49%,74.78%
QBM,Jan-2022,2022-01-07 00:00:00,95.25%,17.27,1.295555,346.20,346.20,17.27,96.73%,98.28%,67.79%
QBM,Jan-2022,2022-01-08 00:00:00,96.76%,24.72,0.720555,737.16,737.16,24.72,97.66%,98.55%,71.51%
QBM,Jan-2022,2022-01-09 00:00:00,96.02%,10.13,2.129073333333334,244.39,244.39,10.13,97.12%,98.82%,71.54%
QBM,Jan-2022,2022-01-10 00:00:00,96.92%,0.00,0,0.00,0.00,0.00,97.81%,98.89%,70.55%
QBM,Jan-2022,2022-01-11 00:00:00,99.01%,0.00,0,0.00,0.00,0.00,99.29%,98.04%,71.68%
QBM,Jan-2022,2022-01-12 00:00:00,97.72%,8.72,11.458194,374.08,374.08,8.72,98.35%,98.23%,71.93%
QBM,Jan-2022,2022-01-13 00:00:00,96.75%,25.72,93.790277,764.60,764.60,25.72,97.66%,98.44%,71.18%
QBM,Jan-2022,2022-01-14 00:00:00,96.99%,0.00,0,0.00,0.00,0.00,97.89%,99.38%,69.56%
QBM,Jan-2022,2022-01-15 00:00:00,88.82%,18.98,17.832499499999997,150.80,377.01,12.33,91.76%,99.44%,71.33%
QBM,Jan-2022,2022-01-16 00:00:00,91.74%,17.40,0.686944,193.20,257.60,17.20,93.96%,98.74%,71.40%
QBM,Jan-2022,2022-01-17 00:00:00,94.12%,11.69,94.04620333333332,187.27,249.70,11.69,95.94%,99.62%,67.78%
QBM,Jan-2022,2022-01-18 00:00:00,92.48%,55.93,1.400277,687.51,687.51,55.93,95.05%,100.00%,63.99%
QBM,Jan-2022,2022-01-19 00:00:00,92.29%,20.18,77.764166,241.61,362.42,20.18,94.54%,98.85%,69.20%
QBM,Jan-2022,2022-01-20 00:00:00,91.06%,70.73,0,720.56,0.00,70.73,93.59%,99.47%,69.74%
QBM,Jan-2022,2022-01-21 00:00:00,90.80%,0.00,0,0.00,0.00,0.00,93.42%,99.20%,69.44%
QBM,Jan-2022,2022-01-22 00:00:00,93.73%,48.17,0.170277,719.93,719.93,48.17,95.54%,96.70%,69.77%
QBM,Jan-2022,2022-01-23 00:00:00,94.01%,0.00,0,0.00,0.00,0.00,95.55%,88.88%,73.07%
QBM,Jan-2022,2022-01-24 00:00:00,93.50%,0.00,0,0.00,0.00,0.00,95.56%,94.50%,66.85%
QBM,Jan-2022,2022-01-25 00:00:00,89.61%,19.47,37.428333,167.98,335.96,15.94,92.88%,99.28%,66.13%
QBM,Jan-2022,2022-01-26 00:00:00,88.65%,89.46,21.656666,698.57,698.57,89.46,91.90%,99.06%,68.86%
QBM,Jan-2022,2022-01-27 00:00:00,90.18%,0.00,0,0.00,0.00,0.00,93.18%,99.46%,67.18%
QBM,Jan-2022,2022-01-28 00:00:00,95.40%,18.06,4.2576385,374.69,374.69,18.06,96.80%,99.04%,68.63%
QBM,Jan-2022,2022-01-29 00:00:00,94.55%,6.65,3.466388428571429,115.39,115.39,6.65,95.98%,99.04%,72.71%
QBM,Jan-2022,2022-01-30 00:00:00,94.86%,8.80,3.6588886,162.42,162.42,8.80,96.26%,97.62%,71.74%
QBM,Jan-2022,2022-01-31 00:00:00,96.67%,12.76,0.755555,370.36,370.36,12.76,97.83%,99.50%,64.37%
QBM,Feb-2022,2022-02-01 00:00:00,95.86%,15.73,1.3175,364.05,728.09,15.73,97.33%,96.90%,63.61%
QBM,Feb-2022,2022-02-02 00:00:00,96.38%,26.12,2.124443,695.78,695.78,26.12,97.78%,99.01%,60.51%
QBM,Feb-2022,2022-02-03 00:00:00,96.74%,12.94,0.3643055,384.44,384.44,12.36,97.90%,97.03%,63.57%
QBM,Feb-2022,2022-02-04 00:00:00,96.52%,9.55,1.4380553333333335,264.48,264.48,9.44,97.70%,99.13%,65.07%
QBM,Feb-2022,2022-02-05 00:00:00,92.99%,15.45,12.1538885,204.89,204.89,15.45,95.05%,93.84%,69.09%
QBM,Feb-2022,2022-02-06 00:00:00,89.82%,18.16,17.29486075,160.29,200.36,18.16,92.72%,98.59%,69.26%
QBM,Feb-2022,2022-02-07 00:00:00,88.19%,18.41,7.407388399999999,137.52,165.02,18.41,91.15%,99.15%,72.53%
QBM,Feb-2022,2022-02-08 00:00:00,89.26%,24.35,11.28777725,202.38,202.38,24.35,92.20%,98.94%,70.36%
QBM,Feb-2022,2022-02-09 00:00:00,88.74%,26.54,11.706202666666668,209.08,278.77,26.54,91.49%,99.43%,73.24%
QBM,Feb-2022,2022-02-10 00:00:00,91.37%,18.50,1132.71423575,195.99,195.99,18.50,94.16%,98.25%,65.73%
QBM,Feb-2022,2022-02-11 00:00:00,90.46%,20.49,2.86541625,194.24,194.24,14.98,93.56%,96.65%,65.29%
QBM,Feb-2022,2022-02-12 00:00:00,93.76%,25.99,3.075833,390.82,781.64,25.26,95.91%,99.12%,64.08%
QBM,Feb-2022,2022-02-13 00:00:00,93.29%,13.53,1.6694443333333335,188.22,250.96,13.53,95.70%,98.04%,62.52%
QBM,Feb-2022,2022-02-14 00:00:00,96.19%,6.88,0.6191656666666667,173.84,231.78,6.88,97.80%,98.97%,56.97%
QBM,Feb-2022,2022-02-15 00:00:00,95.53%,8.01,1.7337497499999999,171.13,171.13,7.73,97.43%,98.46%,56.29%
QBM,Feb-2022,2022-02-16 00:00:00,96.72%,0.00,0,0.00,0.00,0.00,98.08%,96.87%,57.81%
QBM,Feb-2022,2022-02-17 00:00:00,94.97%,19.41,43.999861,366.59,366.59,19.41,96.90%,98.62%,60.46%
QBM,Feb-2022,2022-02-18 00:00:00,88.87%,46.55,17.492083,371.68,371.68,46.55,92.68%,95.63%,63.07%
QBM,Feb-2022,2022-02-19 00:00:00,91.39%,68.38,16.5025,726.02,726.02,68.38,94.62%,94.60%,60.32%
QBM,Feb-2022,2022-02-20 00:00:00,91.84%,65.25,0,734.09,0.00,65.25,94.83%,96.88%,61.32%
QBM,Feb-2022,2022-02-21 00:00:00,88.31%,43.39,24.5059715,327.77,327.77,43.39,93.13%,99.40%,55.75%
QBM,Feb-2022,2022-02-22 00:00:00,88.47%,16.73,13.440694,128.44,160.54,16.73,93.52%,99.32%,53.16%
QBM,Feb-2022,2022-02-23 00:00:00,93.59%,0.00,0,0.00,0.00,0.00,96.01%,99.09%,60.73%
QBM,Feb-2022,2022-02-24 00:00:00,94.19%,11.02,1.8295366666666666,178.65,238.20,9.25,96.64%,98.88%,56.47%
QBM,Feb-2022,2022-02-25 00:00:00,93.41%,16.35,3.039027,231.66,347.49,16.35,96.36%,98.31%,53.52%
QBM,Feb-2022,2022-02-26 00:00:00,93.30%,10.34,2.1084442,143.85,143.85,6.91,96.15%,97.53%,55.66%
QBM,Feb-2022,2022-02-27 00:00:00,91.01%,24.37,54.2755555,246.76,370.15,24.37,94.56%,98.80%,58.25%
QBM,Feb-2022,2022-02-28 00:00:00,89.69%,21.04,0.6901385,182.99,365.98,21.04,93.81%,98.40%,57.37%
QBM,Mar-2022,2022-03-01 00:00:00,92.19%,71.25,0,841.05,841.05,71.00,94.79%,94.43%,64.86%
QBM,Mar-2022,2022-03-02 00:00:00,93.84%,24.40,0.2366665,371.75,371.75,24.24,96.45%,97.90%,56.10%
QBM,Mar-2022,2022-03-03 00:00:00,90.10%,42.00,104.003472,382.37,382.37,38.15,93.86%,96.56%,59.56%
QBM,Mar-2022,2022-03-04 00:00:00,89.14%,96.68,0.68,793.44,793.44,96.68,92.93%,95.41%,62.41%
QBM,Mar-2022,2022-03-05 00:00:00,89.18%,0.00,0,0.00,0.00,0.00,92.98%,95.92%,62.21%
QBM,Mar-2022,2022-03-06 00:00:00,87.59%,27.79,5.020740333333333,196.09,261.45,27.36,91.89%,96.08%,62.28%
QBM,Mar-2022,2022-03-07 00:00:00,90.55%,76.96,0,737.87,0.00,76.96,94.36%,96.86%,57.26%
QBM,Mar-2022,2022-03-08 00:00:00,90.98%,25.02,10.026203333333333,252.38,252.38,25.02,94.61%,99.23%,57.48%
QBM,Mar-2022,2022-03-09 00:00:00,89.66%,17.21,11.2198328,149.19,149.19,17.21,93.90%,99.43%,56.30%
QBM,Mar-2022,2022-03-10 00:00:00,91.13%,18.83,4.683610666666667,193.48,257.97,18.83,94.68%,98.92%,57.73%
QBM,Mar-2022,2022-03-11 00:00:00,89.89%,12.63,3.2106475,112.28,130.99,12.63,93.75%,98.23%,59.21%
QBM,Mar-2022,2022-03-12 00:00:00,87.04%,14.96,23.651215,100.47,100.47,13.19,91.69%,97.34%,60.88%
QBM,Mar-2022,2022-03-13 00:00:00,87.75%,27.55,4.388518,197.40,263.20,26.32,92.45%,96.20%,58.51%
QBM,Mar-2022,2022-03-14 00:00:00,90.04%,30.76,109.28861033333334,278.01,278.01,30.76,93.51%,98.49%,62.74%
QBM,Mar-2022,2022-03-15 00:00:00,89.27%,0.00,0,0.00,0.00,0.00,93.10%,98.92%,61.63%
QBM,Mar-2022,2022-03-16 00:00:00,89.55%,48.54,0.575555,416.08,832.15,48.54,92.96%,98.84%,64.90%
QBM,Mar-2022,2022-03-17 00:00:00,87.62%,61.76,18.778333,437.15,874.30,61.76,91.03%,98.31%,69.74%
QBM,Mar-2022,2022-03-18 00:00:00,90.06%,48.39,7.2776385,438.24,438.24,44.49,92.93%,98.99%,68.95%
QBM,Mar-2022,2022-03-19 00:00:00,91.57%,40.63,14.796388,441.35,882.70,40.63,94.06%,98.44%,68.60%
QBM,Mar-2022,2022-03-20 00:00:00,87.25%,40.50,42.055092333333334,277.26,277.26,40.50,91.12%,96.27%,66.73%
QBM,Mar-2022,2022-03-21 00:00:00,85.75%,71.72,23.79125,431.60,431.60,71.72,89.52%,93.37%,70.44%
