Site Code,Month-Year,Date,FMS Total Active Maintenance Hours (Actual),FMS Total Available Time (Actual),FMS Total Excluded Calendar Hours (Actual),FMS Total Maintenance Delay Hours (Actual),FMS Total Maintenance Hours (Actual),FMS Total Operational Delay Hours (Actual),FMS Total Production Time (Hours) (Actual),FMS Total Standby Hours (Actual),FMS Total Utilized Time (Actual)
CDA,Mar-2021,2021-03-11 00:00:00,229.82,1021.0444444444447,0.00,21.13,250.96,65.29,515.63,440.13,580.92
CDA,Mar-2021,2021-03-12 00:00:00,179.45,1081.2833333333333,0.00,11.27,190.72,52.87,544.56,483.85,597.43
CDA,Mar-2021,2021-03-13 00:00:00,164.23,1103.0533333333333,0.00,4.72,168.95,52.27,575.28,475.50,627.55
CDA,Mar-2021,2021-03-14 00:00:00,129.13,1134.2225,0.00,8.65,137.78,64.47,603.81,465.94,668.28
CDA,Mar-2021,2021-03-15 00:00:00,114.72,1152.3483333333331,0.00,4.93,119.65,78.29,578.95,495.11,657.24
CDA,Mar-2021,2021-03-16 00:00:00,129.36,1139.6002777777771,0.00,3.04,132.40,85.05,605.58,448.97,690.63
CDA,Mar-2021,2021-03-17 00:00:00,162.16,1102.9052777777779,0.00,6.94,169.09,64.61,514.77,523.53,579.38
CDA,Mar-2021,2021-03-18 00:00:00,135.84,1135.7830555555556,0.00,0.38,136.22,63.97,549.19,522.62,613.17
CDA,Mar-2021,2021-03-19 00:00:00,115.56,1141.7747222222226,0.00,14.67,130.22,71.87,581.86,488.04,653.73
CDA,Mar-2021,2021-03-20 00:00:00,124.96,1134.4108333333334,0.00,12.62,137.59,52.29,633.16,448.96,685.45
CDA,Mar-2021,2021-03-21 00:00:00,117.54,1151.7622222222228,0.00,2.70,120.24,55.18,613.30,483.28,668.48
CDA,Mar-2021,2021-03-22 00:00:00,116.99,1195.5422222222223,0.00,7.46,124.46,72.14,597.11,526.29,669.25
CDA,Mar-2021,2021-03-23 00:00:00,108.14,1206.1827777777771,0.00,5.68,113.82,69.37,589.61,547.21,658.98
CDA,Mar-2021,2021-03-24 00:00:00,124.06,1165.254166666667,0.00,27.84,151.89,63.79,530.16,571.30,593.95
CDA,Mar-2021,2021-03-25 00:00:00,142.41,1148.3277777777776,0.00,29.26,171.67,68.42,548.42,531.49,616.84
CDA,Mar-2021,2021-03-26 00:00:00,144.69,1173.4963888888888,0.00,1.81,146.50,63.41,587.59,522.50,650.99
CDA,Mar-2021,2021-03-27 00:00:00,164.78,1144.9347222222218,0.00,10.28,175.07,59.22,567.13,518.59,626.35
CDA,Mar-2021,2021-03-28 00:00:00,169.03,1149.259166666667,0.00,1.71,170.74,59.71,514.07,575.48,573.78
CDA,Mar-2021,2021-03-29 00:00:00,174.43,1139.0838888888889,0.00,6.49,180.92,63.74,539.18,536.17,602.91
CDA,Mar-2021,2021-03-30 00:00:00,153.47,1154.5394444444441,0.00,11.99,165.46,69.23,555.75,529.56,624.98
CDA,Mar-2021,2021-03-31 00:00:00,188.41,1104.2330555555554,0.00,27.35,215.77,54.23,522.66,527.34,576.89
CDA,Apr-2021,2021-04-01 00:00:00,264.59,1051.8163888888887,0.00,3.59,268.18,47.77,445.69,558.35,493.46
CDA,Apr-2021,2021-04-02 00:00:00,234.94,1080.167222222222,0.00,4.90,239.83,45.39,474.37,560.41,519.76
CDA,Apr-2021,2021-04-03 00:00:00,239.82,1134.1647222222227,0.00,1.02,240.84,66.25,539.76,528.16,606.00
CDA,Apr-2021,2021-04-04 00:00:00,271.47,1038.8527777777774,0.00,9.67,281.15,48.68,495.22,494.96,543.90
CDA,Apr-2021,2021-04-05 00:00:00,225.01,1088.3263888888887,0.00,6.66,231.67,54.39,585.33,448.61,639.71
CDA,Apr-2021,2021-04-06 00:00:00,213.96,1100.9430555555557,0.00,5.10,219.06,50.19,566.26,484.49,616.45
CDA,Apr-2021,2021-04-07 00:00:00,213.39,1097.4202777777778,0.00,9.19,222.58,36.85,595.09,465.48,631.94
CDA,Apr-2021,2021-04-08 00:00:00,197.89,1119.7405555555558,0.00,2.37,200.26,48.96,570.65,500.13,619.61
CDA,Apr-2021,2021-04-09 00:00:00,179.00,1133.4436111111113,0.00,7.55,186.56,91.03,585.60,456.81,676.63
CDA,Apr-2021,2021-04-10 00:00:00,170.27,1144.8519444444441,0.00,4.88,175.15,68.34,603.52,472.99,671.86
CDA,Apr-2021,2021-04-11 00:00:00,207.48,1111.0444444444443,0.00,1.47,208.96,50.96,548.65,511.43,599.62
CDA,Apr-2021,2021-04-12 00:00:00,173.00,1144.3955555555553,0.00,2.60,175.60,57.20,558.66,528.54,615.86
CDA,Apr-2021,2021-04-13 00:00:00,180.99,1122.5100000000002,0.00,16.26,197.26,68.29,559.32,494.90,627.61
CDA,Apr-2021,2021-04-14 00:00:00,202.32,1101.588611111111,0.00,15.94,218.26,84.93,522.07,494.60,606.99
CDA,Apr-2021,2021-04-15 00:00:00,178.94,1128.4236111111113,0.00,12.64,191.58,83.96,560.37,484.09,644.34
CDA,Apr-2021,2021-04-16 00:00:00,187.61,1107.2783333333332,0.00,25.11,212.72,53.21,603.89,450.18,657.10
CDA,Apr-2021,2021-04-17 00:00:00,156.71,1163.2408333333337,0.00,0.05,156.76,60.03,602.74,500.47,662.77
CDA,Apr-2021,2021-04-18 00:00:00,172.40,1134.9358333333334,0.00,11.70,184.11,60.17,560.64,514.13,620.81
CDA,Apr-2021,2021-04-19 00:00:00,176.94,1090.6602777777775,0.00,46.76,223.69,57.08,537.07,496.51,594.15
CDA,Apr-2021,2021-04-20 00:00:00,146.72,1156.0861111111108,0.00,17.19,163.91,64.46,562.48,529.15,626.93
CDA,Apr-2021,2021-04-21 00:00:00,153.95,1164.8338888888889,0.00,1.21,155.17,73.24,587.31,504.28,660.55
CDA,Apr-2021,2021-04-22 00:00:00,160.04,1158.872777777778,0.00,1.09,161.13,64.41,585.15,509.31,649.56
CDA,Apr-2021,2021-04-23 00:00:00,152.64,1162.5916666666667,0.00,4.77,157.41,42.14,592.53,527.93,634.67
CDA,Apr-2021,2021-04-24 00:00:00,121.78,1195.6508333333334,0.00,2.57,124.35,60.69,602.60,532.36,663.29
CDA,Apr-2021,2021-04-25 00:00:00,132.66,1183.3519444444446,0.00,3.99,136.65,81.38,591.02,510.95,672.41
CDA,Apr-2021,2021-04-26 00:00:00,122.65,1186.5202777777772,0.00,10.83,133.48,60.70,578.50,547.31,639.21
CDA,Apr-2021,2021-04-27 00:00:00,127.15,1148.0205555555553,0.00,26.10,153.25,64.97,550.10,532.95,615.07
CDA,Apr-2021,2021-04-28 00:00:00,180.12,1136.206388888889,0.00,3.68,183.79,55.34,583.71,497.15,639.06
CDA,Apr-2021,2021-04-29 00:00:00,172.98,1127.5833333333337,0.00,13.13,186.11,64.83,572.69,490.06,637.52
CDA,Apr-2021,2021-04-30 00:00:00,158.27,1161.4511111111105,0.00,0.27,158.55,63.99,600.08,497.38,664.07
CDA,May-2021,2021-05-01 00:00:00,192.05,1102.4608333333333,24.00,1.49,193.54,50.92,593.51,458.04,644.42
CDA,May-2021,2021-05-02 00:00:00,158.16,1114.2575000000002,24.00,23.58,181.74,60.79,603.16,450.31,663.95
CDA,May-2021,2021-05-03 00:00:00,159.40,1127.5933333333332,24.00,0.22,159.62,55.39,553.66,518.54,609.05
CDA,May-2021,2021-05-04 00:00:00,168.28,1124.5125000000005,24.00,3.20,171.49,63.20,581.28,480.04,644.48
CDA,May-2021,2021-05-05 00:00:00,211.84,1074.3436111111114,24.00,9.38,221.22,42.56,569.80,461.98,612.36
CDA,May-2021,2021-05-06 00:00:00,177.06,1100.4005555555555,24.00,14.23,191.29,56.89,598.42,445.10,655.30
CDA,May-2021,2021-05-07 00:00:00,160.57,1129.208611111111,24.00,6.22,166.79,56.20,624.83,448.17,681.03
CDA,May-2021,2021-05-08 00:00:00,171.38,1118.0950000000003,24.00,6.53,177.91,51.81,605.03,461.26,656.83
CDA,May-2021,2021-05-09 00:00:00,148.90,1146.4102777777778,24.00,0.69,149.59,61.54,552.54,532.33,614.08
CDA,May-2021,2021-05-10 00:00:00,169.11,1100.7905555555553,24.00,26.04,195.14,59.11,579.03,462.65,638.14
CDA,May-2021,2021-05-11 00:00:00,180.80,1081.7252777777771,24.00,26.27,207.07,58.07,544.34,479.32,602.41
CDA,May-2021,2021-05-12 00:00:00,162.76,1126.3633333333335,24.00,4.74,167.50,58.62,583.90,483.84,642.52
CDA,May-2021,2021-05-13 00:00:00,143.05,1130.737777777778,24.00,15.42,158.46,64.71,612.74,453.29,677.45
CDA,May-2021,2021-05-14 00:00:00,175.40,1096.7816666666665,24.00,23.82,199.22,51.42,601.68,443.68,653.10
CDA,May-2021,2021-05-15 00:00:00,158.78,1095.1733333333332,24.00,26.61,185.39,57.08,612.17,425.93,669.25
CDA,May-2021,2021-05-16 00:00:00,171.84,1087.7741666666666,24.00,36.16,208.00,54.31,620.69,412.78,675.00
CDA,May-2021,2021-05-17 00:00:00,131.85,1127.6066666666652,24.00,25.15,157.00,80.08,607.07,440.46,687.15
CDA,May-2021,2021-05-18 00:00:00,204.12,1056.3627777777779,24.00,34.44,238.56,54.32,562.50,439.55,616.82
CDA,May-2021,2021-05-19 00:00:00,147.87,1122.0661111111117,24.00,26.06,173.93,52.65,541.37,528.05,594.02
CDA,May-2021,2021-05-20 00:00:00,162.75,1096.5244444444447,24.00,31.91,194.66,59.25,599.06,438.22,658.30
CDA,May-2021,2021-05-21 00:00:00,146.80,1107.2352777777785,24.00,41.97,188.76,58.54,627.76,420.93,686.30
CDA,May-2021,2021-05-22 00:00:00,164.62,1102.1894444444438,24.00,29.19,193.81,58.20,591.63,452.36,649.83
CDA,May-2021,2021-05-23 00:00:00,158.37,1101.75,24.00,35.88,194.25,61.22,622.56,417.97,683.78
CDA,May-2021,2021-05-24 00:00:00,180.14,1088.0297222222225,24.00,27.83,207.97,53.24,610.56,424.22,663.81
CDA,May-2021,2021-05-25 00:00:00,193.86,1076.2986111111113,24.00,25.84,219.70,55.24,571.24,449.82,626.48
CDA,May-2021,2021-05-26 00:00:00,178.88,1080.6463888888895,24.00,36.48,215.35,61.25,591.71,427.69,652.96
CDA,May-2021,2021-05-27 00:00:00,180.60,1068.3947222222223,24.00,42.91,223.50,72.22,533.19,462.99,605.41
CDA,May-2021,2021-05-28 00:00:00,185.38,1101.5263888888887,8.64,24.46,209.83,54.47,538.34,508.72,592.81
CDA,May-2021,2021-05-29 00:00:00,165.81,1128.6991666666668,0.00,25.49,191.30,51.85,551.54,525.31,603.39
CDA,May-2021,2021-05-30 00:00:00,152.61,1141.3116666666672,0.00,26.08,178.69,49.16,590.29,501.87,639.45
CDA,May-2021,2021-05-31 00:00:00,131.84,1156.300277777778,0.00,25.11,156.96,76.48,555.20,524.62,631.68
CDA,Jun-2021,2021-06-01 00:00:00,150.78,1128.1680555555552,0.00,40.33,191.11,90.91,552.43,484.83,643.34
CDA,Jun-2021,2021-06-02 00:00:00,189.08,1093.7144444444448,0.00,31.15,220.23,57.48,564.37,471.86,621.85
CDA,Jun-2021,2021-06-03 00:00:00,196.67,1105.497777777778,0.21,41.63,238.30,64.08,552.78,488.64,616.86
CDA,Jun-2021,2021-06-04 00:00:00,154.49,1143.0919444444442,0.00,46.42,200.91,49.36,622.84,470.90,672.20
CDA,Jun-2021,2021-06-05 00:00:00,146.75,1165.146388888889,0.00,32.10,178.85,65.64,612.33,487.18,677.97
CDA,Jun-2021,2021-06-06 00:00:00,148.29,1156.4805555555554,0.00,39.23,187.52,54.56,579.04,522.88,633.60
CDA,Jun-2021,2021-06-07 00:00:00,148.62,1146.0686111111113,0.00,49.32,197.93,60.77,549.95,535.34,610.72
CDA,Jun-2021,2021-06-08 00:00:00,147.24,1160.2822222222226,0.00,30.80,178.04,54.35,576.23,529.70,630.59
CDA,Jun-2021,2021-06-09 00:00:00,167.23,1143.1933333333336,0.00,33.58,200.81,66.54,569.30,507.35,635.84
CDA,Jun-2021,2021-06-10 00:00:00,186.60,1126.7594444444449,0.00,30.64,217.24,50.93,589.32,486.51,640.25
CDA,Jun-2021,2021-06-11 00:00:00,155.25,1179.4280555555558,0.00,9.32,164.57,66.61,624.96,487.85,691.57
CDA,Jun-2021,2021-06-12 00:00:00,179.54,1156.1880555555556,0.00,8.28,187.81,69.64,600.05,486.49,669.69
CDA,Jun-2021,2021-06-13 00:00:00,158.70,1175.1116666666665,0.00,10.19,168.89,45.15,578.34,551.62,623.49
CDA,Jun-2021,2021-06-14 00:00:00,167.42,1174.4452777777778,0.00,2.14,169.55,51.50,595.84,527.11,647.33
CDA,Jun-2021,2021-06-15 00:00:00,167.22,1163.7991666666667,0.00,12.98,180.20,67.75,555.35,540.70,623.09
CDA,Jun-2021,2021-06-16 00:00:00,191.50,1150.7463888888892,0.00,1.75,193.25,65.90,485.43,599.42,551.33
CDA,Jun-2021,2021-06-17 00:00:00,195.60,1142.549444444444,0.00,5.59,201.19,71.41,561.83,509.31,633.24
CDA,Jun-2021,2021-06-18 00:00:00,186.74,1146.3211111111116,0.00,10.53,197.27,64.57,552.80,528.95,617.37
CDA,Jun-2021,2021-06-19 00:00:00,177.84,1156.1294444444454,0.00,10.04,187.87,62.22,638.43,455.48,700.65
CDA,Jun-2021,2021-06-20 00:00:00,225.22,1095.014444444445,0.00,23.77,248.99,48.60,603.49,442.93,652.08
CDA,Jun-2021,2021-06-21 00:00:00,229.16,1108.4286111111107,0.00,4.03,233.19,59.93,564.80,483.70,624.73
CDA,Jun-2021,2021-06-22 00:00:00,189.06,1146.156944444444,0.00,1.21,190.27,57.40,582.72,506.04,640.12
CDA,Jun-2021,2021-06-23 00:00:00,204.57,1131.1713888888892,0.00,8.26,212.83,120.62,390.67,619.88,511.30
CDA,Jun-2021,2021-06-24 00:00:00,174.64,1164.2566666666667,0.00,5.10,179.74,48.38,586.51,529.36,634.90
CDA,Jun-2021,2021-06-25 00:00:00,188.07,1145.5097222222216,0.00,10.42,198.49,66.37,573.71,505.43,640.08
CDA,Jun-2021,2021-06-26 00:00:00,172.90,1167.0975,0.00,4.00,176.90,64.56,632.42,470.12,696.97
CDA,Jun-2021,2021-06-27 00:00:00,158.73,1183.8524999999997,0.00,1.42,160.15,56.23,638.84,488.78,695.08
CDA,Jun-2021,2021-06-28 00:00:00,138.26,1179.407777777778,0.00,26.34,164.59,56.57,620.77,502.07,677.34
CDA,Jun-2021,2021-06-29 00:00:00,191.27,1134.521111111111,0.00,18.21,209.48,60.31,563.95,510.26,624.26
CDA,Jun-2021,2021-06-30 00:00:00,183.75,1158.0038888888898,0.00,2.25,186.00,59.43,566.03,532.55,625.46
CDA,Jul-2021,2021-07-01 00:00:00,224.24,1115.6105555555555,0.00,4.15,228.39,53.10,536.21,526.30,589.31
CDA,Jul-2021,2021-07-02 00:00:00,184.22,1156.7461111111108,0.00,2.88,187.10,81.52,563.07,512.16,644.59
CDA,Jul-2021,2021-07-03 00:00:00,204.58,1133.7663888888892,0.00,5.21,209.79,66.35,575.34,492.07,641.69
CDA,Jul-2021,2021-07-04 00:00:00,168.92,1155.304722222222,0.00,19.77,188.70,55.77,587.88,511.66,643.65
CDA,Jul-2021,2021-07-05 00:00:00,173.92,1150.479722222222,0.00,19.33,193.25,50.82,574.09,525.57,624.91
CDA,Jul-2021,2021-07-06 00:00:00,173.44,1159.5141666666673,0.00,8.09,181.53,53.33,611.85,494.33,665.18
CDA,Jul-2021,2021-07-07 00:00:00,185.32,1148.3094444444446,0.00,0.89,186.21,69.50,536.47,542.34,605.97
CDA,Jul-2021,2021-07-08 00:00:00,163.49,1162.479722222222,0.00,18.03,181.52,67.10,620.90,474.48,688.00
CDA,Jul-2021,2021-07-09 00:00:00,194.43,1134.8255555555556,0.00,14.74,209.17,66.00,542.94,525.88,608.94
CDA,Jul-2021,2021-07-10 00:00:00,160.95,1164.3038888888887,0.00,18.74,179.70,51.31,592.13,520.86,643.44
CDA,Jul-2021,2021-07-11 00:00:00,154.43,1175.4116666666664,0.00,14.16,168.59,52.72,560.97,561.72,613.69
CDA,Jul-2021,2021-07-12 00:00:00,135.87,1188.4986111111107,0.00,10.04,145.91,69.23,547.67,571.61,616.89
CDA,Jul-2021,2021-07-13 00:00:00,120.41,1188.2852777777784,0.00,22.39,142.80,49.50,606.66,532.13,656.16
CDA,Jul-2021,2021-07-14 00:00:00,120.02,1221.7680555555557,0.00,2.22,122.23,68.00,607.92,545.85,675.92
CDA,Jul-2021,2021-07-15 00:00:00,152.71,1185.9580555555558,0.00,5.33,158.04,78.91,594.15,512.89,673.07
CDA,Jul-2021,2021-07-16 00:00:00,126.13,1213.0333333333333,0.00,4.84,130.97,49.20,608.89,554.94,658.09
CDA,Jul-2021,2021-07-17 00:00:00,149.71,1192.3691666666668,0.00,1.65,151.36,57.24,616.41,518.72,673.65
CDA,Jul-2021,2021-07-18 00:00:00,152.72,1177.1636111111109,0.00,1.99,154.71,75.60,560.14,541.43,635.73
CDA,Jul-2021,2021-07-19 00:00:00,145.93,1194.8836111111113,0.00,2.99,148.91,80.94,573.21,540.74,654.15
CDA,Jul-2021,2021-07-20 00:00:00,190.82,1147.0980555555561,0.00,6.08,196.90,65.66,559.85,521.59,625.51
CDA,Jul-2021,2021-07-21 00:00:00,159.92,1139.960833333333,0.00,44.12,204.04,76.73,490.05,573.19,566.77
CDA,Jul-2021,2021-07-22 00:00:00,144.25,1182.1311111111113,0.00,17.62,161.87,61.06,582.65,538.42,643.71
CDA,Jul-2021,2021-07-23 00:00:00,203.64,1139.3319444444444,0.00,1.02,204.67,81.44,509.54,548.35,590.98
CDA,Jul-2021,2021-07-24 00:00:00,168.75,1170.0566666666664,0.00,5.20,173.94,111.66,522.32,536.08,633.98
CDA,Jul-2021,2021-07-25 00:00:00,171.34,1171.0947222222221,0.00,1.56,172.91,53.85,592.54,524.71,646.38
CDA,Jul-2021,2021-07-26 00:00:00,142.26,1192.148333333333,0.00,9.59,151.85,50.43,573.87,567.85,624.30
CDA,Jul-2021,2021-07-27 00:00:00,173.05,1169.3827777777776,0.00,1.57,174.62,64.17,587.82,517.39,651.99
CDA,Jul-2021,2021-07-28 00:00:00,177.59,1152.5877777777782,0.00,2.64,180.23,69.10,577.59,505.90,646.69
CDA,Jul-2021,2021-07-29 00:00:00,164.08,1171.8113888888893,0.00,8.11,172.19,57.50,594.73,519.58,652.23
CDA,Jul-2021,2021-07-30 00:00:00,189.56,1149.3763888888886,0.00,5.07,194.62,69.84,538.87,540.67,608.71
CDA,Jul-2021,2021-07-31 00:00:00,164.69,1177.3138888888886,0.00,1.99,166.69,73.88,616.49,486.94,690.37
CDA,Aug-2021,2021-08-01 00:00:00,171.19,1147.6877777777781,0.00,25.13,196.31,49.03,619.82,478.84,668.85
CDA,Aug-2021,2021-08-02 00:00:00,162.45,1143.7194444444447,0.00,37.61,200.06,60.04,559.87,523.81,619.91
CDA,Aug-2021,2021-08-03 00:00:00,184.86,1148.4530555555557,0.00,10.69,195.55,62.81,532.21,553.44,595.02
CDA,Aug-2021,2021-08-04 00:00:00,238.37,1128.5252777777778,0.00,1.10,239.47,75.36,494.79,558.38,570.15
CDA,Aug-2021,2021-08-05 00:00:00,173.54,1182.5513888888886,0.00,11.90,185.45,92.85,511.79,577.92,604.64
CDA,Aug-2021,2021-08-06 00:00:00,152.29,1200.8416666666662,0.00,14.87,167.16,91.71,576.75,532.39,668.45
CDA,Aug-2021,2021-08-07 00:00:00,134.12,1233.7005555555554,0.00,0.18,134.30,63.72,620.67,549.32,684.39
CDA,Aug-2021,2021-08-08 00:00:00,114.73,1247.1083333333331,0.00,6.16,120.89,95.48,517.62,634.01,613.10
CDA,Aug-2021,2021-08-09 00:00:00,139.59,1219.0149999999999,0.00,9.39,148.98,59.19,642.33,517.49,701.52
CDA,Aug-2021,2021-08-10 00:00:00,125.00,1235.1902777777782,0.00,7.81,132.81,55.91,618.70,560.58,674.61
CDA,Aug-2021,2021-08-11 00:00:00,122.89,1241.983055555556,0.00,3.13,126.02,77.28,611.36,553.35,688.63
CDA,Aug-2021,2021-08-12 00:00:00,144.09,1204.4108333333331,0.00,17.47,161.56,67.04,585.82,551.56,652.85
CDA,Aug-2021,2021-08-13 00:00:00,107.28,1235.948611111111,0.00,24.77,132.05,68.31,631.84,535.80,700.15
CDA,Aug-2021,2021-08-14 00:00:00,119.86,1220.1241666666674,0.00,27.93,147.79,82.50,595.69,541.93,678.19
CDA,Aug-2021,2021-08-15 00:00:00,163.87,1183.598611111111,0.00,17.20,181.07,80.91,559.71,542.98,640.62
CDA,Aug-2021,2021-08-16 00:00:00,258.32,1103.6325000000006,0.00,6.05,264.37,63.28,558.56,481.79,621.84
CDA,Aug-2021,2021-08-17 00:00:00,231.67,1129.0941666666672,0.00,7.24,238.91,79.33,543.47,506.29,622.80
CDA,Aug-2021,2021-08-18 00:00:00,249.61,1111.0458333333333,0.00,2.78,252.38,57.65,561.31,492.09,618.96
CDA,Aug-2021,2021-08-19 00:00:00,209.58,1154.2366666666665,0.00,4.19,213.76,73.41,554.65,526.18,628.06
CDA,Aug-2021,2021-08-20 00:00:00,179.08,1182.3825,0.00,6.54,185.62,88.96,595.18,498.25,684.14
CDA,Aug-2021,2021-08-21 00:00:00,189.44,1173.8338888888884,0.00,4.73,194.17,93.38,603.82,476.63,697.20
CDA,Aug-2021,2021-08-22 00:00:00,187.47,1174.3394444444448,0.00,6.19,193.66,86.31,605.28,482.75,691.59
CDA,Aug-2021,2021-08-23 00:00:00,165.69,1197.5297222222225,0.00,4.78,170.47,66.14,618.49,512.90,684.63
CDA,Aug-2021,2021-08-24 00:00:00,183.19,1175.9144444444444,0.00,8.90,192.09,76.84,545.59,553.49,622.42
CDA,Aug-2021,2021-08-25 00:00:00,188.11,1165.746111111111,0.00,14.15,202.25,50.82,542.96,571.97,593.78
CDA,Aug-2021,2021-08-26 00:00:00,171.36,1190.6597222222226,0.00,5.98,177.34,39.43,610.82,540.41,650.25
CDA,Aug-2021,2021-08-27 00:00:00,188.85,1177.7091666666663,0.00,1.44,190.29,63.27,608.89,505.55,672.16
CDA,Aug-2021,2021-08-28 00:00:00,156.75,1208.2738888888894,0.00,2.98,159.73,64.53,636.42,507.32,700.96
CDA,Aug-2021,2021-08-29 00:00:00,167.93,1195.2863888888892,0.00,4.78,172.71,62.78,614.85,517.66,677.62
CDA,Aug-2021,2021-08-30 00:00:00,191.32,1176.6652777777783,0.00,0.01,191.33,91.05,589.04,496.57,680.09
CDA,Aug-2021,2021-08-31 00:00:00,243.14,1102.8752777777777,0.00,21.99,265.12,68.59,544.88,489.40,613.47
CDA,Sep-2021,2021-09-01 00:00:00,229.18,1126.3936111111107,0.00,12.43,241.61,64.21,563.75,498.44,627.96
CDA,Sep-2021,2021-09-02 00:00:00,166.39,1185.7391666666667,0.00,15.87,182.26,55.86,612.37,517.51,668.23
CDA,Sep-2021,2021-09-03 00:00:00,156.35,1210.9627777777782,0.00,0.69,157.04,58.82,601.86,550.29,660.68
CDA,Sep-2021,2021-09-04 00:00:00,132.14,1168.8930555555557,0.00,9.97,142.11,54.43,544.49,569.98,598.91
CDA,Sep-2021,2021-09-05 00:00:00,152.97,1166.4680555555556,0.00,48.56,201.53,73.32,572.37,520.78,645.69
CDA,Sep-2021,2021-09-06 00:00:00,187.10,1179.0758333333326,0.00,1.83,188.92,74.42,579.94,524.72,654.36
CDA,Sep-2021,2021-09-07 00:00:00,191.67,1166.2186111111114,0.00,5.23,196.90,86.32,514.16,565.74,600.48
CDA,Sep-2021,2021-09-08 00:00:00,196.53,1170.9494444444445,0.00,0.52,197.05,60.61,527.81,582.53,588.42
CDA,Sep-2021,2021-09-09 00:00:00,160.34,1199.53,0.00,8.13,168.47,68.87,555.28,575.38,624.15
CDA,Sep-2021,2021-09-10 00:00:00,141.70,1223.1613888888894,0.00,3.14,144.84,66.29,588.50,568.37,654.79
CDA,Sep-2021,2021-09-11 00:00:00,155.68,1203.343611111111,0.00,8.98,164.66,98.98,555.67,548.70,654.65
CDA,Sep-2021,2021-09-12 00:00:00,143.01,1191.824444444445,0.00,28.41,171.42,69.56,598.48,523.79,668.03
CDA,Sep-2021,2021-09-13 00:00:00,138.18,1207.4494444444442,0.00,22.37,160.55,74.22,597.93,535.30,672.15
CDA,Sep-2021,2021-09-14 00:00:00,182.97,1182.7763888888885,0.00,2.26,185.22,89.76,564.95,528.07,654.71
CDA,Sep-2021,2021-09-15 00:00:00,146.71,1219.3572222222224,0.00,1.94,148.64,70.21,590.51,558.64,660.72
CDA,Sep-2021,2021-09-16 00:00:00,160.83,1176.9605555555559,0.00,30.21,191.04,77.23,599.39,500.34,676.62
CDA,Sep-2021,2021-09-17 00:00:00,171.34,1170.9686111111114,0.00,25.69,197.03,56.53,578.92,535.53,635.44
CDA,Sep-2021,2021-09-18 00:00:00,124.24,1232.0330555555552,0.00,11.73,135.97,57.05,625.62,549.37,682.66
CDA,Sep-2021,2021-09-19 00:00:00,143.20,1213.9852777777778,0.00,10.82,154.01,60.89,607.07,546.03,667.96
CDA,Sep-2021,2021-09-20 00:00:00,104.66,1252.3072222222224,0.00,11.03,115.69,68.36,614.96,568.99,683.32
CDA,Sep-2021,2021-09-21 00:00:00,142.81,1219.465833333333,0.00,5.72,148.53,82.04,559.26,578.17,641.30
CDA,Sep-2021,2021-09-22 00:00:00,158.54,1202.2349999999997,0.00,7.22,165.77,73.71,557.28,571.24,631.00
CDA,Sep-2021,2021-09-23 00:00:00,170.66,1188.9427777777776,0.00,8.40,179.06,74.95,562.89,551.10,637.84
CDA,Sep-2021,2021-09-24 00:00:00,176.35,1188.7238888888892,0.00,2.92,179.28,62.66,600.59,525.48,663.25
CDA,Sep-2021,2021-09-25 00:00:00,160.62,1178.9002777777782,0.00,28.48,189.10,50.14,591.94,536.81,642.09
CDA,Sep-2021,2021-09-26 00:00:00,172.93,1186.332777777778,0.00,8.74,181.67,62.65,596.49,527.19,659.14
CDA,Sep-2021,2021-09-27 00:00:00,200.94,1148.8133333333335,0.00,18.25,219.19,40.87,557.39,550.56,598.25
CDA,Sep-2021,2021-09-28 00:00:00,157.57,1170.5847222222224,0.00,39.82,197.39,66.20,550.62,553.77,616.82
CDA,Sep-2021,2021-09-29 00:00:00,129.31,1235.9713888888884,0.00,2.72,132.03,89.19,585.86,560.92,675.05
CDA,Sep-2021,2021-09-30 00:00:00,113.05,1243.7886111111106,0.00,10.23,123.28,71.48,574.58,597.73,646.06
CDA,Oct-2021,2021-10-01 00:00:00,156.88,1194.3524999999995,0.00,16.77,173.65,61.28,587.44,545.62,648.73
CDA,Oct-2021,2021-10-02 00:00:00,150.46,1203.0638888888889,0.00,14.47,164.94,70.53,645.68,486.86,716.20
CDA,Oct-2021,2021-10-03 00:00:00,175.43,1176.020277777778,0.00,16.55,191.98,50.49,641.47,484.06,691.96
CDA,Oct-2021,2021-10-04 00:00:00,191.19,1175.1380555555554,0.00,1.68,192.86,78.30,573.52,523.31,651.83
CDA,Oct-2021,2021-10-05 00:00:00,175.24,1190.749722222222,0.00,2.01,177.25,57.33,589.26,544.17,646.58
CDA,Oct-2021,2021-10-06 00:00:00,211.30,1149.8252777777775,0.00,6.87,218.17,76.11,534.66,539.05,610.78
CDA,Oct-2021,2021-10-07 00:00:00,216.22,1144.1241666666667,0.00,7.65,223.88,104.51,456.39,583.22,560.91
CDA,Oct-2021,2021-10-08 00:00:00,197.25,1163.4827777777778,0.00,7.27,204.52,60.67,511.81,591.00,572.48
CDA,Oct-2021,2021-10-09 00:00:00,207.21,1149.6866666666672,0.00,11.10,218.31,60.95,551.66,537.07,612.61
CDA,Oct-2021,2021-10-10 00:00:00,142.48,1199.7902777777774,0.00,25.73,168.21,51.22,603.92,544.65,655.14
